,fullname,orderid,shipcountry,companyname,companyname,unitprice,quantity,orderdate,shippeddate,requireddate
1071,Andrew Fuller,10657,USA,United Package,Save-a-lot Markets,9.6500,24,1997-09-04,1997-09-15,1997-10-02
1072,Andrew Fuller,10657,USA,United Package,Save-a-lot Markets,12.0000,45,1997-09-04,1997-09-15,1997-10-02
1073,Andrew Fuller,10657,USA,United Package,Save-a-lot Markets,9.5000,10,1997-09-04,1997-09-15,1997-10-02
1074,Andrew Fuller,10657,USA,United Package,Save-a-lot Markets,38.0000,45,1997-09-04,1997-09-15,1997-10-02
1075,Andrew Fuller,10657,USA,United Package,Save-a-lot Markets,34.0000,30,1997-09-04,1997-09-15,1997-10-02
1076,Michael Suyama,10656,USA,Speedy Express,Great Lakes Food Market,23.2500,3,1997-09-04,1997-09-10,1997-10-02
1077,Michael Suyama,10656,USA,Speedy Express,Great Lakes Food Market,19.4500,28,1997-09-04,1997-09-10,1997-10-02
1078,Michael Suyama,10656,USA,Speedy Express,Great Lakes Food Market,9.5000,6,1997-09-04,1997-09-10,1997-10-02
1079,Margaret Peacock,10658,Germany,Speedy Express,QUICK-Stop,10.0000,60,1997-09-05,1997-09-08,1997-10-03
1080,Margaret Peacock,10658,Germany,Speedy Express,QUICK-Stop,18.4000,70,1997-09-05,1997-09-08,1997-10-03
1081,Margaret Peacock,10658,Germany,Speedy Express,QUICK-Stop,34.0000,55,1997-09-05,1997-09-08,1997-10-03
1082,Margaret Peacock,10658,Germany,Speedy Express,QUICK-Stop,13.0000,70,1997-09-05,1997-09-08,1997-10-03
1083,Robert King,10659,Brazil,United Package,Queen Cozinha,12.5000,20,1997-09-05,1997-09-10,1997-10-03
1084,Robert King,10659,Brazil,United Package,Queen Cozinha,18.4000,24,1997-09-05,1997-09-10,1997-10-03
1085,Robert King,10659,Brazil,United Package,Queen Cozinha,15.0000,40,1997-09-05,1997-09-10,1997-10-03
1086,Laura Callahan,10660,USA,Speedy Express,Hungry Coyote Import Store,81.0000,21,1997-09-08,1997-10-15,1997-10-06
1087,Janet Leverling,10662,USA,United Package,Lonesome Pine Restaurant,12.5000,10,1997-09-09,1997-09-18,1997-10-07
1088,Robert King,10661,Ireland,Federal Shipping,Hungry Owl All-Night Grocers,18.0000,3,1997-09-09,1997-09-15,1997-10-07
1089,Robert King,10661,Ireland,Federal Shipping,Hungry Owl All-Night Grocers,13.2500,49,1997-09-09,1997-09-15,1997-10-07
1090,Nancy Davolio,10664,Portugal,Federal Shipping,Furia Bacalhau e Frutos do Mar,31.0000,24,1997-09-10,1997-09-19,1997-10-08
1091,Nancy Davolio,10664,Portugal,Federal Shipping,Furia Bacalhau e Frutos do Mar,38.0000,12,1997-09-10,1997-09-19,1997-10-08
1092,Nancy Davolio,10664,Portugal,Federal Shipping,Furia Bacalhau e Frutos do Mar,21.0500,15,1997-09-10,1997-09-19,1997-10-08
1093,Andrew Fuller,10663,France,United Package,Bon app',18.4000,30,1997-09-10,1997-10-03,1997-09-24
1094,Andrew Fuller,10663,France,United Package,Bon app',14.0000,30,1997-09-10,1997-10-03,1997-09-24
1095,Andrew Fuller,10663,France,United Package,Bon app',53.0000,20,1997-09-10,1997-10-03,1997-09-24
1096,Nancy Davolio,10665,USA,United Package,Lonesome Pine Restaurant,53.0000,20,1997-09-11,1997-09-17,1997-10-09
1097,Nancy Davolio,10665,USA,United Package,Lonesome Pine Restaurant,55.0000,1,1997-09-11,1997-09-17,1997-10-09
1098,Nancy Davolio,10665,USA,United Package,Lonesome Pine Restaurant,18.0000,10,1997-09-11,1997-09-17,1997-10-09
1099,Robert King,10666,Switzerland,United Package,Richter Supermarkt,123.7900,36,1997-09-12,1997-09-22,1997-10-10
1100,Robert King,10666,Switzerland,United Package,Richter Supermarkt,21.0500,10,1997-09-12,1997-09-22,1997-10-10
1101,Robert King,10667,Austria,Speedy Express,Ernst Handel,36.0000,45,1997-09-12,1997-09-19,1997-10-10
1102,Robert King,10667,Austria,Speedy Express,Ernst Handel,21.5000,14,1997-09-12,1997-09-19,1997-10-10
1103,Nancy Davolio,10668,Germany,United Package,Die Wandernde Kuh,12.5000,8,1997-09-15,1997-09-23,1997-10-13
1104,Nancy Davolio,10668,Germany,United Package,Die Wandernde Kuh,24.0000,4,1997-09-15,1997-09-23,1997-10-13
1105,Nancy Davolio,10668,Germany,United Package,Die Wandernde Kuh,33.2500,15,1997-09-15,1997-09-23,1997-10-13
1106,Andrew Fuller,10669,Denmark,Speedy Express,Simons bistro,19.0000,30,1997-09-15,1997-09-22,1997-10-13
1107,Margaret Peacock,10670,Germany,Speedy Express,Frankenversand,9.0000,32,1997-09-16,1997-09-18,1997-10-14
1108,Margaret Peacock,10670,Germany,Speedy Express,Frankenversand,12.0000,60,1997-09-16,1997-09-18,1997-10-14
1109,Margaret Peacock,10670,Germany,Speedy Express,Frankenversand,14.0000,25,1997-09-16,1997-09-18,1997-10-14
1110,Margaret Peacock,10670,Germany,Speedy Express,Frankenversand,15.0000,50,1997-09-16,1997-09-18,1997-10-14
1111,Margaret Peacock,10670,Germany,Speedy Express,Frankenversand,7.7500,25,1997-09-16,1997-09-18,1997-10-14
1112,Nancy Davolio,10671,France,Speedy Express,France restauration,17.4500,10,1997-09-17,1997-09-24,1997-10-15
1113,Nancy Davolio,10671,France,Speedy Express,France restauration,49.3000,10,1997-09-17,1997-09-24,1997-10-15
1114,Nancy Davolio,10671,France,Speedy Express,France restauration,21.0500,12,1997-09-17,1997-09-24,1997-10-15
1115,Anne Dodsworth,10672,Sweden,United Package,Berglunds snabbkp,263.5000,15,1997-09-17,1997-09-26,1997-10-01
1116,Anne Dodsworth,10672,Sweden,United Package,Berglunds snabbkp,21.5000,12,1997-09-17,1997-09-26,1997-10-01
1117,Andrew Fuller,10673,Finland,Speedy Express,Wilman Kala,17.4500,3,1997-09-18,1997-09-19,1997-10-16
1118,Andrew Fuller,10673,Finland,Speedy Express,Wilman Kala,14.0000,6,1997-09-18,1997-09-19,1997-10-16
1119,Andrew Fuller,10673,Finland,Speedy Express,Wilman Kala,46.0000,6,1997-09-18,1997-09-19,1997-10-16
1120,Margaret Peacock,10674,UK,United Package,Island Trading,9.0000,5,1997-09-18,1997-09-30,1997-10-16
1121,Steven Buchanan,10675,Germany,United Package,Frankenversand,23.2500,30,1997-09-19,1997-09-23,1997-10-17
1122,Steven Buchanan,10675,Germany,United Package,Frankenversand,32.8000,10,1997-09-19,1997-09-23,1997-10-17
1123,Steven Buchanan,10675,Germany,United Package,Frankenversand,13.2500,30,1997-09-19,1997-09-23,1997-10-17
1124,Nancy Davolio,10677,Mexico,Federal Shipping,Antonio Moreno Taquera,31.2300,30,1997-09-22,1997-09-26,1997-10-20
1125,Nancy Davolio,10677,Mexico,Federal Shipping,Antonio Moreno Taquera,2.5000,8,1997-09-22,1997-09-26,1997-10-20
1126,Andrew Fuller,10676,Mexico,United Package,Tortuga Restaurante,31.0000,2,1997-09-22,1997-09-29,1997-10-20
1127,Andrew Fuller,10676,Mexico,United Package,Tortuga Restaurante,9.2000,7,1997-09-22,1997-09-29,1997-10-20
1128,Andrew Fuller,10676,Mexico,United Package,Tortuga Restaurante,19.4500,21,1997-09-22,1997-09-29,1997-10-20
1129,Robert King,10678,USA,Federal Shipping,Save-a-lot Markets,38.0000,100,1997-09-23,1997-10-16,1997-10-21
1130,Robert King,10678,USA,Federal Shipping,Save-a-lot Markets,2.5000,30,1997-09-23,1997-10-16,1997-10-21
1131,Robert King,10678,USA,Federal Shipping,Save-a-lot Markets,9.6500,120,1997-09-23,1997-10-16,1997-10-21
1132,Robert King,10678,USA,Federal Shipping,Save-a-lot Markets,7.4500,30,1997-09-23,1997-10-16,1997-10-21
1133,Laura Callahan,10679,France,Federal Shipping,Blondesddsl pre et fils,55.0000,12,1997-09-23,1997-09-30,1997-10-21
1134,Nancy Davolio,10680,USA,Speedy Express,Old World Delicatessen,17.4500,50,1997-09-24,1997-09-26,1997-10-22
1135,Nancy Davolio,10680,USA,Speedy Express,Old World Delicatessen,12.5000,20,1997-09-24,1997-09-26,1997-10-22
1136,Nancy Davolio,10680,USA,Speedy Express,Old World Delicatessen,14.0000,40,1997-09-24,1997-09-26,1997-10-22
1137,Janet Leverling,10681,USA,Federal Shipping,Great Lakes Food Market,9.2000,30,1997-09-25,1997-09-30,1997-10-23
1138,Janet Leverling,10681,USA,Federal Shipping,Great Lakes Food Market,10.0000,12,1997-09-25,1997-09-30,1997-10-23
1139,Janet Leverling,10681,USA,Federal Shipping,Great Lakes Food Market,33.2500,28,1997-09-25,1997-09-30,1997-10-23
1140,Janet Leverling,10682,Mexico,United Package,Antonio Moreno Taquera,2.5000,30,1997-09-25,1997-10-01,1997-10-23
1141,Janet Leverling,10682,Mexico,United Package,Antonio Moreno Taquera,17.0000,4,1997-09-25,1997-10-01,1997-10-23
1142,Janet Leverling,10682,Mexico,United Package,Antonio Moreno Taquera,7.7500,30,1997-09-25,1997-10-01,1997-10-23
1143,Andrew Fuller,10683,France,Speedy Express,Du monde entier,7.0000,9,1997-09-26,1997-10-01,1997-10-24
1144,Janet Leverling,10684,Germany,Speedy Express,Ottilies Kseladen,18.4000,20,1997-09-26,1997-09-30,1997-10-24
1145,Janet Leverling,10684,Germany,Speedy Express,Ottilies Kseladen,9.5000,40,1997-09-26,1997-09-30,1997-10-24
1146,Janet Leverling,10684,Germany,Speedy Express,Ottilies Kseladen,34.0000,30,1997-09-26,1997-09-30,1997-10-24
1147,Margaret Peacock,10685,Brazil,United Package,Gourmet Lanchonetes,31.0000,20,1997-09-29,1997-10-03,1997-10-13
1148,Margaret Peacock,10685,Brazil,United Package,Gourmet Lanchonetes,9.6500,4,1997-09-29,1997-10-03,1997-10-13
1149,Margaret Peacock,10685,Brazil,United Package,Gourmet Lanchonetes,9.5000,15,1997-09-29,1997-10-03,1997-10-13
1150,Andrew Fuller,10686,Austria,Speedy Express,Piccolo und mehr,39.0000,30,1997-09-30,1997-10-08,1997-10-28
1151,Andrew Fuller,10686,Austria,Speedy Express,Piccolo und mehr,31.2300,15,1997-09-30,1997-10-08,1997-10-28
1152,Anne Dodsworth,10687,Ireland,United Package,Hungry Owl All-Night Grocers,97.0000,50,1997-09-30,1997-10-30,1997-10-28
1153,Anne Dodsworth,10687,Ireland,United Package,Hungry Owl All-Night Grocers,123.7900,10,1997-09-30,1997-10-30,1997-10-28
1154,Anne Dodsworth,10687,Ireland,United Package,Hungry Owl All-Night Grocers,19.0000,6,1997-09-30,1997-10-30,1997-10-28
1155,Nancy Davolio,10689,Sweden,United Package,Berglunds snabbkp,18.0000,35,1997-10-01,1997-10-07,1997-10-29
1156,Margaret Peacock,10688,Denmark,United Package,Vaffeljernet,31.0000,18,1997-10-01,1997-10-07,1997-10-15
1157,Margaret Peacock,10688,Denmark,United Package,Vaffeljernet,45.6000,60,1997-10-01,1997-10-07,1997-10-15
1158,Margaret Peacock,10688,Denmark,United Package,Vaffeljernet,14.0000,14,1997-10-01,1997-10-07,1997-10-15
1159,Nancy Davolio,10690,Brazil,Speedy Express,Hanari Carnes,38.0000,20,1997-10-02,1997-10-03,1997-10-30
1160,Nancy Davolio,10690,Brazil,Speedy Express,Hanari Carnes,13.0000,30,1997-10-02,1997-10-03,1997-10-30
1161,Andrew Fuller,10691,Germany,United Package,QUICK-Stop,18.0000,30,1997-10-03,1997-10-22,1997-11-14
1162,Andrew Fuller,10691,Germany,United Package,QUICK-Stop,123.7900,40,1997-10-03,1997-10-22,1997-11-14
1163,Andrew Fuller,10691,Germany,United Package,QUICK-Stop,46.0000,40,1997-10-03,1997-10-22,1997-11-14
1164,Andrew Fuller,10691,Germany,United Package,QUICK-Stop,19.4500,24,1997-10-03,1997-10-22,1997-11-14
1165,Andrew Fuller,10691,Germany,United Package,QUICK-Stop,49.3000,48,1997-10-03,1997-10-22,1997-11-14
1166,Margaret Peacock,10692,Germany,United Package,Alfreds Futterkiste,43.9000,20,1997-10-03,1997-10-13,1997-10-31
1167,Janet Leverling,10693,USA,Federal Shipping,White Clover Markets,97.0000,6,1997-10-06,1997-10-10,1997-10-20
1168,Janet Leverling,10693,USA,Federal Shipping,White Clover Markets,7.4500,60,1997-10-06,1997-10-10,1997-10-20
1169,Janet Leverling,10693,USA,Federal Shipping,White Clover Markets,36.0000,30,1997-10-06,1997-10-10,1997-10-20
1170,Janet Leverling,10693,USA,Federal Shipping,White Clover Markets,15.0000,15,1997-10-06,1997-10-10,1997-10-20
1171,Laura Callahan,10694,Germany,Federal Shipping,QUICK-Stop,30.0000,90,1997-10-06,1997-10-09,1997-11-03
1172,Laura Callahan,10694,Germany,Federal Shipping,QUICK-Stop,55.0000,25,1997-10-06,1997-10-09,1997-11-03
1173,Laura Callahan,10694,Germany,Federal Shipping,QUICK-Stop,15.0000,50,1997-10-06,1997-10-09,1997-11-03
1174,Robert King,10695,Finland,Speedy Express,Wilman Kala,40.0000,10,1997-10-07,1997-10-14,1997-11-18
1175,Robert King,10695,Finland,Speedy Express,Wilman Kala,38.0000,4,1997-10-07,1997-10-14,1997-11-18
1176,Robert King,10695,Finland,Speedy Express,Wilman Kala,4.5000,20,1997-10-07,1997-10-14,1997-11-18
1177,Janet Leverling,10697,Venezuela,Speedy Express,LINO-Delicateses,9.2000,7,1997-10-08,1997-10-14,1997-11-05
1178,Janet Leverling,10697,Venezuela,Speedy Express,LINO-Delicateses,18.0000,9,1997-10-08,1997-10-14,1997-11-05
1179,Janet Leverling,10697,Venezuela,Speedy Express,LINO-Delicateses,13.2500,30,1997-10-08,1997-10-14,1997-11-05
1180,Janet Leverling,10697,Venezuela,Speedy Express,LINO-Delicateses,15.0000,30,1997-10-08,1997-10-14,1997-11-05
1181,Laura Callahan,10696,USA,Federal Shipping,White Clover Markets,39.0000,20,1997-10-08,1997-10-14,1997-11-19
1182,Laura Callahan,10696,USA,Federal Shipping,White Clover Markets,12.0000,18,1997-10-08,1997-10-14,1997-11-19
1183,Janet Leverling,10699,Germany,Federal Shipping,Morgenstern Gesundkost,9.5000,12,1997-10-09,1997-10-13,1997-11-06
1184,Margaret Peacock,10698,Austria,Speedy Express,Ernst Handel,21.0000,15,1997-10-09,1997-10-17,1997-11-06
1185,Margaret Peacock,10698,Austria,Speedy Express,Ernst Handel,39.0000,8,1997-10-09,1997-10-17,1997-11-06
1186,Margaret Peacock,10698,Austria,Speedy Express,Ernst Handel,123.7900,12,1997-10-09,1997-10-17,1997-11-06
1187,Margaret Peacock,10698,Austria,Speedy Express,Ernst Handel,21.0500,65,1997-10-09,1997-10-17,1997-11-06
1188,Margaret Peacock,10698,Austria,Speedy Express,Ernst Handel,15.0000,8,1997-10-09,1997-10-17,1997-11-06
1189,Janet Leverling,10700,USA,Speedy Express,Save-a-lot Markets,18.0000,5,1997-10-10,1997-10-16,1997-11-07
1190,Janet Leverling,10700,USA,Speedy Express,Save-a-lot Markets,14.0000,12,1997-10-10,1997-10-16,1997-11-07
1191,Janet Leverling,10700,USA,Speedy Express,Save-a-lot Markets,12.5000,40,1997-10-10,1997-10-16,1997-11-07
1192,Janet Leverling,10700,USA,Speedy Express,Save-a-lot Markets,21.5000,60,1997-10-10,1997-10-16,1997-11-07
1193,Margaret Peacock,10702,Germany,Speedy Express,Alfreds Futterkiste,10.0000,6,1997-10-13,1997-10-21,1997-11-24
1194,Margaret Peacock,10702,Germany,Speedy Express,Alfreds Futterkiste,18.0000,15,1997-10-13,1997-10-21,1997-11-24
1195,Michael Suyama,10701,Ireland,Federal Shipping,Hungry Owl All-Night Grocers,55.0000,42,1997-10-13,1997-10-15,1997-10-27
1196,Michael Suyama,10701,Ireland,Federal Shipping,Hungry Owl All-Night Grocers,21.5000,20,1997-10-13,1997-10-15,1997-10-27
1197,Michael Suyama,10701,Ireland,Federal Shipping,Hungry Owl All-Night Grocers,18.0000,35,1997-10-13,1997-10-15,1997-10-27
1198,Michael Suyama,10703,Sweden,United Package,Folk och f HB,19.0000,5,1997-10-14,1997-10-20,1997-11-11
1199,Michael Suyama,10703,Sweden,United Package,Folk och f HB,55.0000,35,1997-10-14,1997-10-20,1997-11-11
1200,Michael Suyama,10703,Sweden,United Package,Folk och f HB,15.0000,35,1997-10-14,1997-10-20,1997-11-11
1201,Michael Suyama,10704,Brazil,Speedy Express,Queen Cozinha,22.0000,6,1997-10-14,1997-11-07,1997-11-11
1202,Michael Suyama,10704,Brazil,Speedy Express,Queen Cozinha,4.5000,35,1997-10-14,1997-11-07,1997-11-11
1203,Michael Suyama,10704,Brazil,Speedy Express,Queen Cozinha,12.7500,24,1997-10-14,1997-11-07,1997-11-11
1204,Anne Dodsworth,10705,Venezuela,United Package,HILARION-Abastos,12.5000,20,1997-10-15,1997-11-18,1997-11-12
1205,Anne Dodsworth,10705,Venezuela,United Package,HILARION-Abastos,32.0000,4,1997-10-15,1997-11-18,1997-11-12
1206,Margaret Peacock,10707,UK,Federal Shipping,Around the Horn,24.0000,21,1997-10-16,1997-10-23,1997-10-30
1207,Margaret Peacock,10707,UK,Federal Shipping,Around the Horn,19.5000,40,1997-10-16,1997-10-23,1997-10-30
1208,Margaret Peacock,10707,UK,Federal Shipping,Around the Horn,15.0000,28,1997-10-16,1997-10-23,1997-10-30
1209,Laura Callahan,10706,USA,Federal Shipping,Old World Delicatessen,17.4500,20,1997-10-16,1997-10-21,1997-11-13
1210,Laura Callahan,10706,USA,Federal Shipping,Old World Delicatessen,46.0000,24,1997-10-16,1997-10-21,1997-11-13
1211,Laura Callahan,10706,USA,Federal Shipping,Old World Delicatessen,55.0000,8,1997-10-16,1997-10-21,1997-11-13
1212,Nancy Davolio,10709,Brazil,Federal Shipping,Gourmet Lanchonetes,40.0000,40,1997-10-17,1997-11-20,1997-11-14
1213,Nancy Davolio,10709,Brazil,Federal Shipping,Gourmet Lanchonetes,53.0000,28,1997-10-17,1997-11-20,1997-11-14
1214,Nancy Davolio,10709,Brazil,Federal Shipping,Gourmet Lanchonetes,34.0000,10,1997-10-17,1997-11-20,1997-11-14
1215,Michael Suyama,10708,USA,United Package,The Big Cheese,21.3500,4,1997-10-17,1997-11-05,1997-11-28
1216,Michael Suyama,10708,USA,United Package,The Big Cheese,19.0000,5,1997-10-17,1997-11-05,1997-11-28
1217,Nancy Davolio,10710,Italy,Speedy Express,Franchi S.p.A.,9.2000,5,1997-10-20,1997-10-23,1997-11-17
1218,Nancy Davolio,10710,Italy,Speedy Express,Franchi S.p.A.,9.5000,5,1997-10-20,1997-10-23,1997-11-17
1219,Janet Leverling,10712,Ireland,Speedy Express,Hungry Owl All-Night Grocers,32.8000,3,1997-10-21,1997-10-31,1997-11-18
1220,Janet Leverling,10712,Ireland,Speedy Express,Hungry Owl All-Night Grocers,38.0000,30,1997-10-21,1997-10-31,1997-11-18
1221,Steven Buchanan,10711,USA,United Package,Save-a-lot Markets,9.2000,12,1997-10-21,1997-10-29,1997-12-02
1222,Steven Buchanan,10711,USA,United Package,Save-a-lot Markets,9.6500,42,1997-10-21,1997-10-29,1997-12-02
1223,Steven Buchanan,10711,USA,United Package,Save-a-lot Markets,32.8000,120,1997-10-21,1997-10-29,1997-12-02
1224,Nancy Davolio,10713,USA,Speedy Express,Save-a-lot Markets,31.0000,18,1997-10-22,1997-10-24,1997-11-19
1225,Nancy Davolio,10713,USA,Speedy Express,Save-a-lot Markets,31.2300,30,1997-10-22,1997-10-24,1997-11-19
1226,Nancy Davolio,10713,USA,Speedy Express,Save-a-lot Markets,9.5000,110,1997-10-22,1997-10-24,1997-11-19
1227,Nancy Davolio,10713,USA,Speedy Express,Save-a-lot Markets,12.0000,24,1997-10-22,1997-10-24,1997-11-19
1228,Steven Buchanan,10714,USA,Federal Shipping,Save-a-lot Markets,19.0000,30,1997-10-22,1997-10-27,1997-11-19
1229,Steven Buchanan,10714,USA,Federal Shipping,Save-a-lot Markets,39.0000,27,1997-10-22,1997-10-27,1997-11-19
1230,Steven Buchanan,10714,USA,Federal Shipping,Save-a-lot Markets,9.5000,50,1997-10-22,1997-10-27,1997-11-19
1231,Steven Buchanan,10714,USA,Federal Shipping,Save-a-lot Markets,38.0000,18,1997-10-22,1997-10-27,1997-11-19
1232,Steven Buchanan,10714,USA,Federal Shipping,Save-a-lot Markets,13.2500,12,1997-10-22,1997-10-27,1997-11-19
1233,Janet Leverling,10715,France,Speedy Express,Bon app',31.0000,21,1997-10-23,1997-10-29,1997-11-06
1234,Janet Leverling,10715,France,Speedy Express,Bon app',21.5000,30,1997-10-23,1997-10-29,1997-11-06
1235,Nancy Davolio,10717,Germany,United Package,Frankenversand,10.0000,32,1997-10-24,1997-10-29,1997-11-21
1236,Nancy Davolio,10717,Germany,United Package,Frankenversand,7.4500,15,1997-10-24,1997-10-29,1997-11-21
1237,Nancy Davolio,10717,Germany,United Package,Frankenversand,36.0000,25,1997-10-24,1997-10-29,1997-11-21
1238,Margaret Peacock,10716,Argentina,United Package,Rancho grande,10.0000,5,1997-10-24,1997-10-27,1997-11-21
1239,Margaret Peacock,10716,Argentina,United Package,Rancho grande,53.0000,7,1997-10-24,1997-10-27,1997-11-21
1240,Margaret Peacock,10716,Argentina,United Package,Rancho grande,28.5000,10,1997-10-24,1997-10-27,1997-11-21
1241,Nancy Davolio,10718,Germany,Federal Shipping,Kniglich Essen,38.0000,36,1997-10-27,1997-10-29,1997-11-24
1242,Nancy Davolio,10718,Germany,Federal Shipping,Kniglich Essen,17.4500,20,1997-10-27,1997-10-29,1997-11-24
1243,Nancy Davolio,10718,Germany,Federal Shipping,Kniglich Essen,19.0000,40,1997-10-27,1997-10-29,1997-11-24
1244,Nancy Davolio,10718,Germany,Federal Shipping,Kniglich Essen,49.3000,20,1997-10-27,1997-10-29,1997-11-24
1245,Laura Callahan,10719,USA,United Package,Let's Stop N Shop,62.5000,12,1997-10-27,1997-11-05,1997-11-24
1246,Laura Callahan,10719,USA,United Package,Let's Stop N Shop,25.8900,3,1997-10-27,1997-11-05,1997-11-24
1247,Laura Callahan,10719,USA,United Package,Let's Stop N Shop,7.4500,40,1997-10-27,1997-11-05,1997-11-24
1248,Laura Callahan,10720,Brazil,United Package,Que Delcia,18.0000,21,1997-10-28,1997-11-05,1997-11-11
1249,Laura Callahan,10720,Brazil,United Package,Que Delcia,21.5000,8,1997-10-28,1997-11-05,1997-11-11
1250,Steven Buchanan,10721,Germany,Federal Shipping,QUICK-Stop,19.4500,50,1997-10-29,1997-10-31,1997-11-26
1251,Laura Callahan,10722,USA,Speedy Express,Save-a-lot Markets,19.0000,3,1997-10-29,1997-11-04,1997-12-10
1252,Laura Callahan,10722,USA,Speedy Express,Save-a-lot Markets,12.5000,50,1997-10-29,1997-11-04,1997-12-10
1253,Laura Callahan,10722,USA,Speedy Express,Save-a-lot Markets,12.5000,45,1997-10-29,1997-11-04,1997-12-10
1254,Laura Callahan,10722,USA,Speedy Express,Save-a-lot Markets,7.7500,42,1997-10-29,1997-11-04,1997-12-10
1255,Janet Leverling,10723,USA,Speedy Express,White Clover Markets,31.2300,15,1997-10-30,1997-11-25,1997-11-27
1256,Laura Callahan,10724,Canada,United Package,Mre Paillarde,31.0000,16,1997-10-30,1997-11-05,1997-12-11
1257,Laura Callahan,10724,Canada,United Package,Mre Paillarde,28.5000,5,1997-10-30,1997-11-05,1997-12-11
1258,Margaret Peacock,10725,Brazil,Federal Shipping,Familia Arquibaldo,9.6500,12,1997-10-31,1997-11-05,1997-11-28
1259,Margaret Peacock,10725,Brazil,Federal Shipping,Familia Arquibaldo,7.0000,4,1997-10-31,1997-11-05,1997-11-28
1260,Margaret Peacock,10725,Brazil,Federal Shipping,Familia Arquibaldo,24.0000,6,1997-10-31,1997-11-05,1997-11-28
1261,Andrew Fuller,10727,Italy,Speedy Express,Reggiani Caseifici,39.0000,20,1997-11-03,1997-12-05,1997-12-01
1262,Andrew Fuller,10727,Italy,Speedy Express,Reggiani Caseifici,38.0000,10,1997-11-03,1997-12-05,1997-12-01
1263,Andrew Fuller,10727,Italy,Speedy Express,Reggiani Caseifici,55.0000,10,1997-11-03,1997-12-05,1997-12-01
1264,Margaret Peacock,10726,UK,Speedy Express,Eastern Connection,22.0000,25,1997-11-03,1997-12-05,1997-11-17
1265,Margaret Peacock,10726,UK,Speedy Express,Eastern Connection,21.0000,5,1997-11-03,1997-12-05,1997-11-17
1266,Margaret Peacock,10728,Brazil,United Package,Queen Cozinha,25.8900,15,1997-11-04,1997-11-11,1997-12-02
1267,Margaret Peacock,10728,Brazil,United Package,Queen Cozinha,18.4000,6,1997-11-04,1997-11-11,1997-12-02
1268,Margaret Peacock,10728,Brazil,United Package,Queen Cozinha,24.0000,12,1997-11-04,1997-11-11,1997-12-02
1269,Margaret Peacock,10728,Brazil,United Package,Queen Cozinha,34.0000,15,1997-11-04,1997-11-11,1997-12-02
1270,Laura Callahan,10729,Venezuela,Federal Shipping,LINO-Delicateses,18.0000,50,1997-11-04,1997-11-14,1997-12-16
1271,Laura Callahan,10729,Venezuela,Federal Shipping,LINO-Delicateses,10.0000,30,1997-11-04,1997-11-14,1997-12-16
1272,Laura Callahan,10729,Venezuela,Federal Shipping,LINO-Delicateses,16.2500,40,1997-11-04,1997-11-14,1997-12-16
1273,Steven Buchanan,10730,France,Speedy Express,Bon app',17.4500,15,1997-11-05,1997-11-14,1997-12-03
1274,Steven Buchanan,10730,France,Speedy Express,Bon app',12.5000,3,1997-11-05,1997-11-14,1997-12-03
1275,Steven Buchanan,10730,France,Speedy Express,Bon app',21.0500,10,1997-11-05,1997-11-14,1997-12-03
1276,Janet Leverling,10732,France,Speedy Express,Bon app',18.0000,20,1997-11-06,1997-11-07,1997-12-04
1277,Robert King,10731,Switzerland,Speedy Express,Chop-suey Chinese,10.0000,40,1997-11-06,1997-11-14,1997-12-04
1278,Robert King,10731,Switzerland,Speedy Express,Chop-suey Chinese,53.0000,30,1997-11-06,1997-11-14,1997-12-04
1279,Nancy Davolio,10733,Sweden,Federal Shipping,Berglunds snabbkp,23.2500,16,1997-11-07,1997-11-10,1997-12-05
1280,Nancy Davolio,10733,Sweden,Federal Shipping,Berglunds snabbkp,45.6000,20,1997-11-07,1997-11-10,1997-12-05
1281,Nancy Davolio,10733,Sweden,Federal Shipping,Berglunds snabbkp,7.0000,25,1997-11-07,1997-11-10,1997-12-05
1282,Andrew Fuller,10734,Brazil,Federal Shipping,Gourmet Lanchonetes,25.0000,30,1997-11-07,1997-11-12,1997-12-05
1283,Andrew Fuller,10734,Brazil,Federal Shipping,Gourmet Lanchonetes,25.8900,15,1997-11-07,1997-11-12,1997-12-05
1284,Andrew Fuller,10734,Brazil,Federal Shipping,Gourmet Lanchonetes,18.0000,20,1997-11-07,1997-11-12,1997-12-05
1285,Michael Suyama,10735,USA,United Package,Let's Stop N Shop,28.5000,20,1997-11-10,1997-11-21,1997-12-08
1286,Michael Suyama,10735,USA,United Package,Let's Stop N Shop,13.0000,2,1997-11-10,1997-11-21,1997-12-08
1287,Andrew Fuller,10737,France,United Package,Vins et alcools Chevalier,6.0000,4,1997-11-11,1997-11-18,1997-12-09
1288,Andrew Fuller,10737,France,United Package,Vins et alcools Chevalier,9.6500,12,1997-11-11,1997-11-18,1997-12-09
1289,Anne Dodsworth,10736,Ireland,United Package,Hungry Owl All-Night Grocers,21.0500,40,1997-11-11,1997-11-21,1997-12-09
1290,Anne Dodsworth,10736,Ireland,United Package,Hungry Owl All-Night Grocers,7.7500,20,1997-11-11,1997-11-21,1997-12-09
1291,Andrew Fuller,10738,France,Speedy Express,Spcialits du monde,17.4500,3,1997-11-12,1997-11-18,1997-12-10
1292,Janet Leverling,10739,France,Federal Shipping,Vins et alcools Chevalier,19.0000,6,1997-11-12,1997-11-17,1997-12-10
